Company name,Amount (millions),Date,Industry,City,State,Lead Investor,Company description,Round Type
Miro,50,4/27/2020,Software,San Francisco,California,Accel - Iconiq Capital ,"At Miro, we’ve built a platform for modern work, enabling collocated, distributed, and remote teams to communicate and collaborate across formats, tools, channels, and time zones",
Env0,3.3,4/26/2020,Software,Sunnyvale,California,Boldstart Ventures - Grove Ventures ,"env0 is the first self-service cloud management platform for infrastructure as code (IaC) architecture. Manage environments in AWS, Azure, and Google Cloud in seconds and give developers the power to create within policies that won’t slow them down.",
Indusface Pvt Ltd,5,4/26/2020,Software,San Bruno,California,Tata Capital Growth Fund Ii ,"Indusface is an award-winning application security leader protecting 1000+ global customers with its unique application security platform that detects, protects, and monitors applications.",
Fishtown Analytics,12.9,4/26/2020,Software,Philadelphia,Pennsylvania,Andreessen Horowitz Llc ,"Fishtown Analytics is the company behind the open-source data engineering platform dbt (data build tool), which enables data analysts and engineers to organize, cleanse, denormalize, filter, rename, and pre-aggregate data so that it’s ready for analysis.",
Boostvc,40,4/26/2020,Finance,San Mateo,California,,Boost VC is a family of founders making Sci-Fi a Reality,
Avidxchange Inc,128,4/26/2020,Software,Charlotte,North Carolina,Lone Pine Capital - Mastercard - Neuberger Berman - Pivot Investment Partners - Schonfeld Strategic Advisors Llc - Sixth Street Partners ,AvidXchange is the industry leader in?automating invoice?and?payment processes?for mid-market businesses.,
Xrhealth,7,4/27/2020,Software,Brookline,Massachusetts,,"XRHealth is the first VR/AR Telehealth platform in the world. Our telehealth platform consists of innovative, immersive, therapeutic applications which address a wide variety of neuro-cognitive, emotional and physical symptoms.",
Erasca,200,4/28/2020,Biotechnology,San Diego,California,ARCH Venture Partners - City Hill Ventures - Colt Ventures - Cormorant Asset Management - Edbi - Invus - Lifesci Venture Partners - Terra Magnum Capital Partners ,"Our mission at Erasca is embedded in our name: To erase cancer in patients by creating a new generation of oncology drugs that we hope will not just treat, but actually cure.",
Omura,5,4/27/2020,Software,Los Angeles,California,,"Founded in 2018 by a team of designers, engineers, and flower enthusiasts, Omura’s technology platform was created to make whole flower consumption more convenient and approachable to newcomers and experienced users alike. ",
Auditoria.ai,6,4/28/2020,Software,Santa Clara,California,,Auditoria.AI is a stealth mode startup that is redefining the Enterprise Finance back-office.,
Lumitron Technologies Inc,34,4/28/2020,Healthcare services,Irvine,California,Clinton Capital - Perennial Value Management - Roth Capital - Vickers Venture Partners ,"Based in California, Lumitron Technologies Inc. was established to develop and commercialize unique x­?ray systems that enable revolutionary new capabilities for ultrahigh­?fidelity imaging, ultra­?low dose radiography, hyper­?precision radiotherapy, as well as element-specific and isotope-specific material identification, assay and imaging.",
Asana,50,4/28/2020,Software,San Francisco,California,8vc - Benchmark Capital - Founders Fund - Generation Investment Management - Lead Edge Capital - World Innovation Lab ,Asana is a web and mobile application designed to help teams track their work.,
Nature S Fynd,80,4/28/2020,Consumer Products and Services,Chicago,Illinois,1955 Capital - Archer Daniels Midland Company - Breakthrough Energy Ventures - Danone Manifesto Venture - Generation Investment Management - Mousse Partners ,"Nature's Fynd is a breakthrough food company on a quest to improve our food system by unlocking the unmatched nourishing power of our planet for future generations.

",
Starcity,30,4/28/2020,Finance,San Francisco,California,,"Starcity converts underutilized multi-family, hotel, and office buildings to residential co-living properties, adding to a city’s housing stock without displacing current residents.",
Medici Technologies Inc,24,4/28/2020,Healthcare services,Austin,Texas,,Medici is working to change how healthcare is delivered by recreating the doctor-patient relationship through a secure messaging app.,
Amply Power,13.2,4/28/2020,Industrial and energy,Mountain View,California,Congruent Ventures - Obvious Ventures - Peoplefund - Siemens - Soros Fund Management ,"AMPLY Power provides Charging-as-a-Service to de-risk and accelerate the adoption of electric buses, trucks, and passenger vehicles by public and private fleets through its simple price-per-mile-driven model",
Vutiliti,11.75,4/28/2020,Software,Salt Lake City,Utah,Chevron Technology Ventures - Constellation Technology Ventures - Cycle Capital Management - Kickstart Seed Fund Llc - University Venture Fund ,"Vutiliti is an energy data company that focuses on utility efficiency through detailed, timely and accurate measurement data.",
Catalyst Software,25,4/29/2020,Software,Manhattan,New York,Accel - Ludlow Ventures - Spark Capital - True Ventures - Work-bench ,"Catalyst is the world's most intuitive Customer Success Platform (CSP), built by an experienced group of industry leaders.",
Velo3d Inc,28,4/29/2020,Industrial and energy,Campbell,California,Bessemer Venture Partners - Khosla Ventures - Piva - Playground - Tnsc ,VELO3D helps leading technology manufacturers to produce applications previously considered impossible.,
Reflexion Medical,100,4/28/2020,Medical devices and equipment,Hayward,California,Johnson & Johnson Innovation Jjdc Inc - Kck Group - Pfizer Ventures - Public Sector Pension Investment Board - Sofinnova Partners - T Rowe Price - The Rise Fund - Venrock ,RefleXion Medical is a privately held medical device company developing the first biology-guided radiotherapy (BgRT) system for cancer treatment. ,hardware + software
Lifesprout,28.5,4/29/2020,Software,Baltimore,Maryland,Camden Partners - Redmile Group - Triskelion Capital ,LifeSprout is developing the next-generation of synthetic soft tissue substitutes for aesthetic and reconstructive medicine.,
Bestow,50,4/29/2020,Finance,Dallas,Texas,,"Bestow is a smarter approach to life insurance. Affordable prices. A+ rated. Instant decision. No medical exam required. With a brand new underwriting framework and a first-of-its-kind experience, Bestow is bringing life insurance within reach for more people than ever before. ",
Enverid Systems Inc,20,4/29/2020,Industrial and energy,Newton,Massachusetts,Breakthrough Energy Ventures ,"enVerid is committed to improving energy efficiency and indoor air quality in buildings worldwide through its innovative, award-winning HVAC Load Reduction (HLR) solutions.",
Atacor Medical,25,4/29/2020,Medical devices and equipment,San Clemente,California,Amoon Fund - Broadview Ventures Inc - Catalyst Health Ventures (chv) - Hatteras Venture Partners - Longview Ventures ,"At AtaCor Medical, we envision a new world of cardiac rhythm management. As a result, we are designing innovative solutions to deliver temporary, interim, and permanent cardiac pacing when, and where it matters most.",
Bigstream Solutions Inc,19.1,4/30/2020,Software,Mountain View,California,Cota Capital - Samsung - Sk Hynix - Xilinx ,"Bigstream provides hyper-acceleration software that delivers order-of-magnitude performance gains for big data platforms such as Apache Spark, using hardware and software accelerators.",
Heartvista,8.65,4/29/2020,Software,Los Altos,California,Khosla Ventures - Leslie Ventures - Open Field Capital ,HeartVista is a medical technology company that provides one-click diagnostic imaging.,
Topia,15,4/29/2020,Software,San Francisco,California,Newview Capital - Notion Capital - Workday Ventures ,"Topia empowers enterprise HR teams to deploy, manage, and engage employees anywhere in the world.",
Cadent Therapeutics,15,4/29/2020,Medical devices and equipment,Cambridge,Massachusetts,Access Industries - Atlas Venture - Clal Biotechnology Industries Ltd - Cowen Healthcare Investments - Qiming Venture Partners ,"Cadent Therapeutics is creating breakthrough therapies for the treatment of movement disorders and cognitive impairment. The company combines target specificity, patient selection, drug design and optimization, and novel quantitative endpoints to create first-in-class molecules to treat movement and cognitive disorders.",
Taysha Gene Therapies,30,4/30/2020,Healthcare services,Dallas,Texas,Nolan Capital - Pbm Capital ,"At Taysha Gene Therapies, we’re on a mission to eradicate monogenic CNS disease for rare and large market indications.",
Particle Health,12,4/30/2020,Healthcare services,New York City,New York,Clover Health - Collaborative Fund - Company Ventures - Flatiron Health - Hometeam - Menlo Ventures - Petal - Plaid - Story Ventures ,Particle Health is an API designed for healthcare innovators that gives access to vital medical data,
Datakwip,0.125,4/30/2020,Software,Frederick,Maryland,Greengen Ventures ,"Datakwip provides an enterprise, cloud-based energy analytics software that helps our customers reduce their energy usage by 15% while using the equipment they already own and using no additional hardware.",
Paytronix Systems,10,4/30/2020,Software,Newton,Massachusetts,Great Hill Partners ,Paytronix helps restaurants and retail drive incremental sales by creating guest loyalty.,
Tecton.ai,25,4/30/2020,Software,San Francisco,California,Andreessen Horowitz Llc - Sequoia ,"Founded by the team that created the Uber Michelangelo platform, Tecton is building an enterprise-ready data platform to make world-class machine learning accessible to every company. ",
Figma Inc,50,4/30/2020,Software,Palo Alto,California,Andreessen Horowitz Llc - Durable Capital - Founders Fund - Greylock - Index Ventures - Kleiner Perkins - Sequoia Capital ,"Figma provides software built specifically to create interface design projects directly in a web browser. Built using WebGL, Figma allows designers to move the entire process onto the web with designs becoming shareable. Based on owner authorization, team members can review or edit shared designs on any operating system.",other
Ontic Technologies,12,4/30/2020,Software,Austin,Texas,Felicis Ventures Llc - Floodgate - Silverton Partners - Village Global ,Ontic is a protective intelligence software platform for businesses to proactively address physical safety.,
Guilded,7,4/30/2020,Other,San Francisco,California,Initialized Capital - Matrix Partners - Sterling.vc - Susa Ventures Lp ,"Guilded helps gaming teams recruit, improve, and complete.",
Accurics,5,4/30/2020,Software,Pleasanton,California,Clearsky - Firebolt Ventures - Secure Octane - Westwave Capital ,"Accurics introduced technology that protects the cloud native infrastructure throughout the DevOps lifecycle, and reconciles risk posture drift between infrastructure defined through code and infrastructure running in the cloud.",
Wise,5.7,4/30/2020,Finance,San Mateo,California,Abstract Ventures - Backend Capital - The Fund - Two Culture Capital ,"Wise offers modern businesses a banking solution to bank, pay, and get paid embedding in platforms and marketplaces",
Vida Health,25,4/30/2020,Software,San Francisco,California,,"We’re changing the way health care works by making it cheaper and easier to get professional advice. You can help make a difference by becoming a partner, coach, or a member of our team.",
Dascena Inc,50,5/1/2020,Healthcare services,Oakland,California,Euclidean Capital - Frazier Healthcare Partners - Longitude Capital ,Dascena develops machine learning algorithms to enable early disease intervention and improve care outcomes for patients.,
Alume Biosciences,5.5,5/1/2020,Biotechnology,La Jolla,California,Biobrit Llc ,Alume is a biotechnology company founded in 2017 that is developing nerve-targeted pharmaceutical agents for surgical and therapeutic use.,
Blue,1.368,5/1/2020,Software,Riverside,California,Draper Associates ,Blue is both a mobile app and a Smart card that acts as a virtual name tag to be used in real life. ,
Asapp Inc,185,5/1/2020,Software,New York City,New York,Emergence Capital - Euclidean Capital - Hof Capital - March Capital Partners Lp - Telstra Ventures - Vast Ventures ,"Asapp provides customer care and sales agents with a platform to know the right thing to say and the right action to take, in real time.",
Tissium,51.6438,5/1/2020,Medical devices and equipment,Paris,,,TISSIUM was founded in 2013 to address one of the most persistent medical challenges since the inception of surgical procedures: to reconstruct damaged tissue and restore its natural function.,
Knowde,14,5/1/2020,Software,San Jose,California,Bee Partners - Cantos Ventures - Knollwood Investment Advisory - Refactor Capital Lp - Sequoia Capital ,"Knowde is an online marketplace for producers and buyers of chemicals, ingredients and polymers. The platform allows buyers to search, filter, sample, quote, and purchase more than 100,000 products from over 700 producers.",
Strella Biotechnology,3.3,5/2/2020,Biotechnology,Philadelphia,Pennsylvania,Art Mesher - Catapult Ventures - Mark Cuban Red & Blue Ventures - Union Labs - Yamaha Motor Ventures & Laboratory Silicon Valley ,Strella Biotech has developed a tech platform that combines novel IoT biosensors with actionable insights to maximize freshness and reduce spoilage of fruit.,
Near Protocol,21.6,5/4/2020,Software,San Francisco,California,A16z - Andreessen Horowitz Llc ,NEAR is a decentralized compute and storage platform secure and performant enough to put the power of the Open Web into the hands of everyday people.,
Thayermahan Inc,10,5/4/2020,Software,Mystic,Connecticut,Ae Industrial Partners ,"ThayerMahan, Inc. is a maritime technology company dedicated to providing its government and commercial clients with turn-key autonomous marine solutions, including deployment, operations, data gathering and analysis services, using state-of-the-art acoustic and electronic sensors integrated on a variety of host platforms tailored to specific mission criteria.",
Pivot Bio Inc,100,5/4/2020,Biotechnology,Berkeley,California,Breakthrough Energy Ventures - Bunge Ventures Ltd - Codon Capital - Continental Grain Company - Pavilion Capital - Prelude Ventures - Spruce Capital Partners - Tekfen Ventures - Temasek ,"Fueled by an innovative drive and a deep understanding of the microbiome, Pivot Bio is pioneering game-changing advances in crop nutrition.",
Robinhood,280,5/5/2020,Software,Palo Alto,California,9yards Capital - NEA - Ribbit Capital Lp - Sequoia Capital - Unusual Ventures ,Our mission is to democratize access to the financial markets using technology that was once reserved for the wealthy. ,
Targetrx,21,5/5/2020,Biotechnology,Horsham,Pennsylvania,Ccb Principal Capital Management ,TargetRx provides pharmaceutical and biotech companies with unique insight into the true drivers of product choice and adoption for their,
Embody,9.3,5/5/2020,Medical devices and equipment,Norfolk,Virginia,757 Angels - Cultivate(md) - Litigit Llc ,Embody is pioneering the next generation regenerative platform for the repair of tendon and ligament injuries with novel collagen-based bio-fabrication techniques and products for the fast-growing sports medicine market.,
Rwdc Industries,133,5/6/2020,Industrial and energy,Athens,Georgia,Cpv/cap Pensionskasse Coop - Eversource Retirement Plan Master Trust - Flint Hills Resources - International Corp - Vickers Venture Partners - WI Harper Group ,RWDC Industries develops innovative and cost effective biopolymer material solutions for a range of applications.,
Swanbio Therapeutics Inc,52,5/5/2020,Biotechnology,Bala Cynwyd,Pennsylvania,Partners Innovation Fund - Syncona ,"With offices in Philadephia and Boston, SwanBio Therapeutics is developing leading-edge therapies to deliver dramatic clinical efficacy for the treatment of neurological diseases. We are driven by an unrelenting passion to solve difficult challenges, and a belief that meaningful discovery is borne of curiosity, collaboration, and compassion.",
Limbix Health Inc,9,5/5/2020,Software,Palo Alto,California,Bixink Therapeutics - GSR Ventures - Nextgen Venture Partners - Sequoia Capital - Storm Ventures ,"Limbix builds virtual reality to improve mental health treatment by making it more effective, efficient, and easier to access. ",
Treasury Prime,9,5/5/2020,Software,San Francisco,California,Nyca Partners - Qed Investors - Saastr Fund - Y Combinator ,"Treasury Prime builds APIs that let both banks and their corporate customers, automate their banking operations.",
Pulmonx,66,5/5/2020,Biotechnology,Redwood City,California,Adage Capital Management - Ally Bridge Group - Healthquest Capital - Partner Fund Management Lp - Rock Springs Capital ,Pulmonx provides minimally-invasive medical devices and technologies for the diagnosis and treatment of pulmonary disorders.,biotech
Fennec Pharmaceuticals Inc,30,5/5/2020,Biotechnology,Research Triangle Park,North Carolina,,Fennec Pharmaceuticals is a specialty pharmaceutical company focused on the development of Pedmark for the prevention of platinum-induced ototoxicity in pediatric patients.,
Vndly,8.5,5/5/2020,Software,Cincinnati,Ohio,Madrona Venture ,"Founded in 2017, VNDLY transforms how companies manage the contingent workforce. With its SaaS Work Management System (WMS), companies can manage the entire non-employee engagement lifecycle from talent acquisition to training to payment and off boarding.",
Cockroach Labs,86.6,5/5/2020,Software,New York City,New York,Altimeter Capital - Benchmark - Bond - Gv - Index Ventures - Redpoint Ventures - Sequoia Capital - Tiger Capital ,"CockroachDB enables developers to build scalable applications that can survive data center outages without breaking a sweat. With strong consistency, distributed SQL, and transactions, CockroachDB frees developers to focus on what matters – building great applications. ",
Gigaspaces Technologies,12,5/5/2020,Software,New York City,New York,,GigaSpaces provides the leading in-memory computing platform for fast data analytics and extreme transaction processing.,
Foodie Card,1.5,5/5/2020,Finance,Santa Monica,California,Ruttenberg Gordon Investments ,"Our mission is to allow people to dine out with purpose, plain and simple. We aim to help people save money on their meals, help local businesses increase their sales, and help feed those less fortunate.",
Postal.io,9,5/5/2020,Software,San Luis Obispo,California,Mayfield Fund ,"Postal is a leading sales and marketing engagement platform that empowers companies to improve conversion rates with automated direct mail, corporate gifting and charitable giving.",
Threat X Inc,3.39,5/6/2020,Software,Louisville,Colorado,,Threat X is the leading provider of SaaS-based Web Application Firewall solutions for modern application environments and constantly evolving threats.,
Lime,170,5/7/2020,Software,San Mateo,California,Bain Capital Ventures Llc - Uber - Vtc ,"Lime is founded on the simple idea that all communities deserve access to smart, affordable mobility.",
Verint Systems Inc,200,5/8/2020,Software,Melville,New York,Apax Partners ,"Verint Systems Inc. headquartered in Melville, New York, is a leading provider of analytic software-based solutions for security and workforce-enterprise optimization. Verint software, which is used by over 5,000 organizations in over 50 countries worldwide, generates actionable intelligence through the collection, retention and analysis of voice, fax, video, email, Internet and data transmissions from multiple communications networks.",software
Workstream Inc,10,5/8/2020,Business Products and Services,Maitland,Florida,,"Workstream, Inc is a provider of services and Web-based software applications for Human Capital Management (HCM). HCM is the process by which companies recruit, train, compensate, evaluate performance, motivate, develop and retain their employees. It offers software and services that address the needs of companies to manage their HCM functions. The Company operates in two segments, which are the Enterprise Workforce Services and Career Networks segments. In January 13, 2006, the Company acquired certain assets of Exxceed, Inc. (Exxceed). The Company has operations in Canada and United States. The Company’s wholly owned subsidiaries include Paula Allen Holdings, Inc., OMNIpartners and Workstream USA.(Source: 10-K)","Software,Software Development & Design,Financial ,Legal & HR Software"
Emtrain,10,5/8/2020,Software,Sacramento,California,,"This training is developed by emTRAiN, the leader in online on-demand compliance training. ",enterprise software
StorySlab,2.7,5/8/2020,Software,Syracuse,New York,Armory Square Ventures,"StorySlab is a tablet selling system that makes it easy share a better sales story, extend marketing’s reach, and satisfy IT requirements.",
Hydrant,5.7,5/8/2020,Consumer Products and Services,New York City,New York,Coefficient Capital ,"Hydrant is a wellness brand company providing a balanced mix of electrolytes, minerals, and vitamins.",
Compt,1.5,5/8/2020,Software,Cambridge,Massachusetts,Harlem Capital Partners - Impellent Ventures - Slack ,"Compt is a perk management software that helps companies create, manage, and streamline perk stipends that delight employees.",
Stardog Union,3,5/8/2020,Software,Washington Dc,Washington,Contour Venture Partners - Dcode Capital - Presidio Ventures ,"Stardog is an enterprise data unification platform built on smart graph technology: query, search, inference, and data virtualization.",
Mosaic Microsystems,2,5/8/2020,Semiconductors,Rochester,New York,Bluesky Capital - Jeremy Wooldridge ,Mosaic Microsystems is a small-scale systems integration and packaging company focused on heterogeneous packaging and the use of glass as a platform material.,
Dtex Systems,17.5,5/8/2020,Software,San Jose,California,Four Rivers Group - Northgate Capital - Norwest Venture Partners ,"Dtex Intercept is the only Next-Gen Insider Threat Platform that delivers “always-on” security to proactively illuminate dangerous activity in real-time across the entire organization, uncovering risky behavior well before an incident occurs.",security
Briq,10,5/11/2020,Software,Santa Barbara,California,Blackhorn Ventures - Darling Ventures - Eniac Ventures - Metaprop Ventures ,"Briq is creating the technology to break down the data silos entrenched in construction. - Briq uses machine learning, AI, and automation to create better analytics and reporting for data in the built environment.",
Dyno Therapeutics,9,5/11/2020,Software,Cambridge,Massachusetts,,Dyno Therapeutics is applying AI technology to discover novel gene therapy vectors with transformative delivery properties for a vast landscape of human diseases.,
Carbon Health,26,5/11/2020,Healthcare services,San Francisco,California,Data Collective Dcvc ,"Meet Carbon. A fresh take on healthcare. We are a new kind of primary care network that is simple, convenient and always accessible. Carbon’s team of doctors are accessible online through our mobile app and in-person at our clinic, providing a seamless and easy healthcare experience that works with our busy lives. ",
Corvent Medical,4.5,5/11/2020,Medical devices and equipment,New York City,New York,Deerfield - Genesis Medtech Group - Redmile Group - Sofinnova Partners ,"CorVent Medical is committed to developing smart, versatile, lifesaving ventilators for critical care. ",
Lilt Inc,25,5/13/2020,Software,Palo Alto,California,In-q-tel Inc - Intel Capital - Redpoint Ventures - Sequoia Capital - Xseed Capital - Zetta Venture Partners ,"Lilt is a Silicon Valley venture-backed disruptor in the language technology space, founded by PhDs in Natural Language Processing from Stanford and UC Berkeley. The team at Lilt invented the first interactive, adaptive translation platform that learns from human input. ",
Memverge,19,5/13/2020,Software,Milpitas,California,Cisco Investments - Gaorong Capital - Glory Ventures - Intel Capital - Jerusalem Venture Partners - Ldv Partners - Lightspeed Venture Partners - Netapp - Northern Light Venture Capital - Sk Hynix ,"MemVerge is the inventor of Memory Machine software, which provides data services such as ZeroIO Snapshot and memory replication, addressing application data persistence directly in memory.",
Performa Labs,3,5/13/2020,Software,Los Angeles,California,Rezven Partners - Wavemaker Partners ,"Performa provides a software platform that allows faster, safer training for professionals with mission-critical careers.",
Kriya Therapeutics,80,5/13/2020,Healthcare services,Palo Alto,California,Amplo - Asia Alpha - Bluebird Ventures - Dexcel Pharma - Foresite Capital - Narya Capital - Qvt ,Our mission at Kriya Therapeutics is to expand the reach of gene therapy to address highly prevalent and serious diseases affecting millions of patients.,
Morning Consult,31,5/13/2020,Software,Washington Dc,Washington,Advance Venture Partners - Lupa Systems ,Morning Consult is a global data intelligence company delivering insights on what people think in real time.,
Azul 3d,5.4,5/13/2020,Industrial and energy,Chicago,Illinois,,"Azul 3D aims to revolutionize advanced manufacturing with high-throughput 3D printing technologies that take ideas from prototyping to manufacturing in a streamlined, low cost solution. ",
Parsec,7,5/13/2020,Software,New York City,New York,Hp Ventures - Makers Fundlerer Hippeau - Nextview Ventures Lp - Notation Capital Lp ,Parsec is the first platform that charges for media according to the amount of time that consumers choose to spend with advertising. ,
Modulr Llc,23.2,5/13/2020,Software,Louisville,Kentucky,Blenheim Chalcot - Frog Capital Ltd ,"The modulR iPad Case and Accessory System is a new line of Apple iPad accessories that let you take your iPad anywhere, anytime. Includes a Wall Mount, Car Mount, Kickstand, Shoulder Strap and more. ",null
Hypersonix,11.5,5/14/2020,Software,San Jose,California,Intel Capital ,"Hypersonix is an AI-powered Autonomous BI company that democratizes Decisioning by empowering every decision maker to get real-time  intelligence, insights and recommendations to take timely actions leading to business success.

",
Fortressiq,30,5/14/2020,Software,San Francisco,California,Boldstart Ventures - Comcast Ventures - Eniac Ventures - Lightspeed Venture Partners - M12 - Tiger Global Management ,"FortressIQ defines security, insights and governance in enterprise business automation and AI. Venture-backed and based in San Francisco, we’re building the defining platform for managing automation within the Global 2000. ",
Falconx,17,5/14/2020,Software,San Francisco,California,Accel - Accomplice Vc - Avon Ventures - Coinbase Ventures - Fenbushi Capital - Flybridge Capital Partners Lp - Lightspeed Venture Partners ,"Founded in 2018, FalconX describes itself as a digital asset trading platform that provides clients fast, secure and reliable execution using data science to eliminate slippage and hidden fees.",
Edgemicro,5,5/14/2020,Software,Denver,Colorado,,"EdgeMicro enables the future mobile Internet by allowing content, computation and connectivity to occur at the extreme network edge. We deliver micro data centers that merge Mobile Network Operators (MNOs) and Content Providers (CPs) at the edge to improve customer experience and reduce customer churn.",
Slice,43,5/13/2020,Software,New York City,New York,GGV Capital - Kkr & Co ,"Slice transforms independent pizzerias with the specialized technology, data insights, loyalty marketing, and shared services needed to serve today’s digital-minded consumers, all at prices that are fair to shops and customers alike. ",curated web
Docugami,10,5/13/2020,Software,Kirkland,Washington,Grammarly ,"Docugami, Inc. is a new AI Document Engineering startup in the Seattle area, WA.
We use AI to transform the unique document business processes of individual companies, making frontline users more efficient while giving COOs better compliance and insights.",
Conversenow Technologies Inc,3.25,5/13/2020,Software,Austin,Texas,2048 Ventures - Bala Investments - Bridge Investments - Connexus A1 Fund Managed - Knoll Ventures - Liveoak Venture Partners - Tensility Venture Partners ,"ConverseNow provides a Voice AI platform that allows quick service restaurants (QSRs) to automate and personalize the ordering process, driving efficiencies and reducing customer wait times. ",
Vennfi Inc,1.1,5/13/2020,Finance,Atlanta,Georgia,,Vennfi is a fintech focused on tax-exempt payments and the creator of Charityvest.,
Quizlet,30,5/13/2020,Software,San Francisco,California,General Atlantic Llc ,Quizlet’s free study tools are used by millions of students and teachers every day in every country of the world (196 if you’re counting) – from grade school to grad school to language learners to vocational students. We build learning tools that let any level student improve their performance immediately.,
Sirionlabs,44,5/13/2020,Software,Dublin,California,Avatar Growth Capital ,"Sirion helps businesses simplify the management of key suppliers and lower the cost of governance by delivering critical intelligence on demand and automating the full spectrum of contracts, performance tracking, invoice processing, risk, relationship alignment, and consumption on a single, integrated platform. ",software
Expel Inc,50,5/14/2020,Software,Mclean,Virginia,Battery Ventures - Capitalg - Greycroft - Index Ventures - Paladin Capital Group - Scale Venture Partners ,Expel aims to decrease the burden of maintaining security systems on companies.,
Upkeep Maintenance Management,36,5/15/2020,Software,Los Angeles,California,Battery Ventures - Emergence Capital - Fundersclub - Insight Partners - Mucker Capital Lp - Y Combinator ,UpKeep is a mobile-first maintenance management software program that helps users keep track of work orders and assets.,
Tock Llc,10,5/15/2020,Software,Chicago,Illinois,Origin Ventures - Valor Siren Ventures ,Tock is a cloud-based platform with flexible data structures that provide comprehensive restaurant and event booking services.,
Immunai,20,5/14/2020,Biotechnology,New York City,New York,Tlv Partners Lp - Viola Ventures ,Immunai is a biotech company with cutting-edge genomic technologies and machine-learning made to unravel the immune system,
Liongard,17,5/14/2020,Software,Houston,Texas,Integr8d Capital - Tdf Ventures - Updata Partners ,Liongard automates the documentation of system configurations for Managed Service Providers (MSP). This empowers them to protect modern customer IT environments at scale.,
Digitalocean,50,5/14/2020,Software,New York City,New York,Access Industries - Andreessen Horowitz (a16z) ,DigitalOcean and its Developer Cloud simplify modern app creation for new generations of developers — from individual developers to startups and SMBs.,
Rebag,15,5/14/2020,Retailing and distribution,New York City,New York,General Catalyst ,"Meet Rebag, the online luxury handbag authority that rethinks the role of luxury in the secondary market: buy, sell, repeat",
Traitify,12.3,5/14/2020,Software,Baltimore,Maryland,,Traitify was founded in 2011 by Joshua Spears and Daniel Sines with the mission of enriching peoples’ lives through accessible and easily understandable knowledge of their personality.,
Clear Labs Llc,18,5/14/2020,Biotechnology,Menlo Park,California,Felicis Ventures Llc - Gv - Hbm Genomics - Khosla Ventures - Menlo Ventures - Redmile Group - Tyson Ventures ,"Clear Labs is the only automated and intelligent diagnostic NGS platform.  We help our customers capitalize on a new era of technology by seamlessly integrating DNA sequencing, bioinformatics, and robotics. The result democratizes genomics within settings never before possible.",
Doceree,1,5/14/2020,Healthcare services,Parsippany,New Jersey,,"Founded in 2019, Doceree aims to address the problem of rising cost of healthcare by bringing efficiency and effectiveness to physician engagement by using data and creativity in healthcare marketing.",
Virtana,15,5/15/2020,Software,San Jose,California,Benhamou Global Ventures Llc - Highbar Partners ,Virtana delivers the industry’s only real-time monitoring and AIOps platform for mission-critical IT infrastructure — from the data center to the public cloud.,
Nanit,21,5/15/2020,Computers and Peripherals,New York City,New York,Jerusalem Venture Partners (jvp) - RRE Ventures - Rho Capital Partners - Upfront Ventures ,Nanit is the first Baby-Safe smart monitor for the modern family that utilizes the most advanced and secure camera technology ever introduced to the home. ,
Leadiq,10,5/15/2020,Software,Redwood City,California,Eight Roads Ventures ,"LeadIQ is a lead capture tool that enables its users to find prospects, discover emails and contact info of potential customers online.",
Rpa Labs,1.2,5/15/2020,Software,San Jose,California,Schematic Ventures ,"At RPA Labs, we provide a full-service solution in robotic process automation for logistics companies that are buried in emails, documents, and inefficient processes.",
Deep Labs Inc,16,5/15/2020,Software,San Francisco,California,Corsair Capital - Gramercy Ventures - Serendipity Capital ,Deep Labs deploys a suite of proprietary solutions for transaction authentication and authorization.,
Ankyra Therapeutics Inc,14.5,5/15/2020,Biotechnology,Boston,Massachusetts,,,
Oncology Analytics,25,5/15/2020,Healthcare services,Atlanta,Georgia,,"Oncology Analytics is a leading data analytics and technology-enabled services company, purpose-built for oncology.",
Clubhouse,10,5/15/2020,Software,New York City,New York,Andreessen Horowitz Llc ,Clubhouse is the collaborative home for software development that makes it easier and more enjoyable to plan and build with your teams.,
Syndio,7.5,5/15/2020,Software,Seattle,Washington,Contour Venture Partners - Emerson Collective - Frontier Venture Capital - Sirius - Voyager Capital ,"Syndio provides a data-science powered software platform to enable companies to analyze and resolve pay gaps due to gender, race or other comparisons, and stay in compliance over time.",
Luminary Llc,30,5/15/2020,Media and entertainment,San Francisco,California,,L’application de podcasts,
Span.io,10.2,5/15/2020,Software,San Francisco,California,1/0 Capital - Arctern Ventures - Capricorn Investment Group Llc - Congruent Ventures - Energy Foundry - Hardware Club - Incite.org - Ulu Ventures - Wells Fargo Strategic Capital - Wireframe Ventures ,Span.IO develops products to enable rapid adoption of renewable energy and deliver an intuitive interface for the home.,
Quartz Systems,7.75,5/16/2020,Software,San Francisco,California,Baseline Ventures Llc - Bloomberg Beta - Felicis Ventures Llc - Lemnos ,Quartz is an integrated hardware and software platform that uses cameras and machine learning to provide construction teams with actionable insights to be safer and more productive.,
Seraphina Therapeutics,5.5,5/19/2020,Healthcare services,San Diego,California,Domain Associates ,We’re a health and wellness company dedicated to advancing global health through the discovery of essential fatty acids and micronutrients.,
Enuma Inc,9,5/19/2020,Software,Berkeley,California,Kakao Ventures - Kuok Group - Shinhan Alternative Investment - Sk Holdings - Sks Pe ,Enuma designs accessible games and applications that help all children learn independently.,
